queue_order,job_id,cycle_id,release_state,queue_status,machine_id,seed_id,training_seed,logical_run_id,logical_arm_id,schedule_id,job_kind,segment_index,segment_start_epoch,segment_end_epoch,normal_replay_slots,defect_guard_slots,total_replay_slots,expected_steps_batch128,selection_pool_id,selection_pool_digest,active_selection_template_id,active_selection_template_relpath,active_selection_template_sha256,active_selection_digest,active_selection_rows,monitor_manifest_relpath,monitor_manifest_sha256,canonical_lock_relpath,canonical_lock_file_sha256,dependency_job_id,dependency_output_relpath,resume_from_epoch,branch_checkpoint_required,run_output_relpath,machine_output_relpath,checkpoint_epochs_to_retain,planned_epoch_equivalents
179,JOB_S005_RHO_0P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_0P5_DOSE_MATCHED_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M02,S005,1136302086,CYCLE_2_S005_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,C2_T_RHO_0P5_DOSE_MATCHED_TAPER,CYCLE_2__RHO_0P5_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,267,0,267,940,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00267_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00267_D00000.csv,3C55D3325B55B07EB4FCC613F4853B7175120C7697FD13E2D843986398DDAEE9,D2A4A53F7A0359C9E946C673726C3B30BD214C8FB5294B56C85715C16175EEAD,267,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S005_RHO_0P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_0P5_DOSE_MATCHED_TAPER_E141_150,../05_training_runs/CYCLE_2_S005_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,150,True,../05_training_runs/CYCLE_2_S005_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S005_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,160,10.0
180,JOB_S005_RHO_0P5_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_0P5_SAME_PEAK_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M09,S005,1136302086,CYCLE_2_S005_C2_T_RHO_0P5_SAME_PEAK_TAPER,C2_T_RHO_0P5_SAME_PEAK_TAPER,CYCLE_2__RHO_0P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,200,0,200,940,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00200_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00200_D00000.csv,8096A19A935331652A0D6D2CCA956CDEF379CDECA7383E01677018BF5DFE828F,68BD97511D88066B153B353D01294C17BA9DAD8DD3F4C1B3B7C91164FFB33AFB,200,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S005_RHO_0P5_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_0P5_SAME_PEAK_TAPER_E141_150,../05_training_runs/CYCLE_2_S005_C2_T_RHO_0P5_SAME_PEAK_TAPER,150,True,../05_training_runs/CYCLE_2_S005_C2_T_RHO_0P5_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S005_C2_T_RHO_0P5_SAME_PEAK_TAPER,160,10.0
181,JOB_S005_RHO_1P0_PERCENT_CONTINUOUS_C2_T_RHO_1P0_CONTINUOUS_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M10,S005,1136302086,CYCLE_2_S005_C2_T_RHO_1P0_CONTINUOUS,C2_T_RHO_1P0_CONTINUOUS,CYCLE_2__RHO_1P0_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,3,151,160,1200,0,1200,947,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N01200_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N01200_D00000.csv,282D2099A5BB80E0F5B504C18575773CE5B822B9408B3A8E80A4944D570BB854,B55EA138794A18ADC65B13DE435C4BE5D2DB32092208A2F2947844D9AE8E9196,1200,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S005_RHO_1P0_PERCENT_CONTINUOUS_C2_T_RHO_1P0_CONTINUOUS_E141_150,../05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_CONTINUOUS,150,True,../05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_CONTINUOUS,160,10.0
182,JOB_S005_RHO_1P0_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_1P0_DOSE_MATCHED_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M03,S005,1136302086,CYCLE_2_S005_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,C2_T_RHO_1P0_DOSE_MATCHED_TAPER,CYCLE_2__RHO_1P0_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,533,0,533,942,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00533_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00533_D00000.csv,4F717AC92F9F2F2B5A39F291D0A658F71D9778C9686B794AC7B6EA401224EA71,ABDCD1B2E518D06BF208F69A4219B7AADFB0DD1286C45ACC2048F6994B3AD32C,533,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S005_RHO_1P0_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_1P0_DOSE_MATCHED_TAPER_E141_150,../05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,150,True,../05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,160,10.0
183,JOB_S005_RHO_1P0_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_1P0_SAME_PEAK_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M10,S005,1136302086,CYCLE_2_S005_C2_T_RHO_1P0_SAME_PEAK_TAPER,C2_T_RHO_1P0_SAME_PEAK_TAPER,CYCLE_2__RHO_1P0_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,400,0,400,941,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00400_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00400_D00000.csv,7BAB8ED598C93858515DAB10E702A01D312330596CFB10238C7753108F422F53,2630621BAEA8B2BAD5CCD26EBE03FE3E077B6695CC203C72893F92453FF1BDEC,400,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S005_RHO_1P0_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_1P0_SAME_PEAK_TAPER_E141_150,../05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_SAME_PEAK_TAPER,150,True,../05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S005_C2_T_RHO_1P0_SAME_PEAK_TAPER,160,10.0
184,JOB_S005_RHO_2P5_PERCENT_CONTINUOUS_C1_T_RHO_2P5_CONTINUOUS_E151_160,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M01,S005,1136302086,CYCLE_1_S005_C1_T_RHO_2P5_CONTINUOUS,C1_T_RHO_2P5_CONTINUOUS,CYCLE_1__RHO_2P5_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,3,151,160,3000,0,3000,961,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N03000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N03000_D00000.csv,877DA825A8E3EA4752F05CFA332FB73C23A1C88883FB0F2513C3208F4A109BEA,08E3BAED3FD71A62AFBA68798C4418A310350C18ECE318889B7BF49286BE52C3,3000,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S005_RHO_2P5_PERCENT_CONTINUOUS_C1_T_RHO_2P5_CONTINUOUS_E141_150,../05_training_runs/CYCLE_1_S005_C1_T_RHO_2P5_CONTINUOUS,150,True,../05_training_runs/CYCLE_1_S005_C1_T_RHO_2P5_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S005_C1_T_RHO_2P5_CONTINUOUS,160,10.0
185,JOB_S005_RHO_2P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_2P5_DOSE_MATCHED_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M04,S005,1136302086,CYCLE_2_S005_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,C2_T_RHO_2P5_DOSE_MATCHED_TAPER,CYCLE_2__RHO_2P5_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,1333,0,1333,948,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N01333_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N01333_D00000.csv,7EE05A73F3608C4B60FB8430D0881F924C52BA5303828237832E51984F4AE52C,9A214122E52ED53E016C743C8A94664D84E5F6C438CBA969DFA8ED4004A72B89,1333,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S005_RHO_2P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_2P5_DOSE_MATCHED_TAPER_E141_150,../05_training_runs/CYCLE_2_S005_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,150,True,../05_training_runs/CYCLE_2_S005_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S005_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,160,10.0
186,JOB_S005_RHO_2P5_PERCENT_SAME_PEAK_TAPER_C1_T_RHO_2P5_SAME_PEAK_TAPER_E151_160,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M01,S005,1136302086,CYCLE_1_S005_C1_T_RHO_2P5_SAME_PEAK_TAPER,C1_T_RHO_2P5_SAME_PEAK_TAPER,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,1000,0,1000,946,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N01000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N01000_D00000.csv,829131651AD636E7F8EED617E83A4745B5779B9F060B069F9CDFB24DB2AC3D99,CAB4BC4BCB42A4B1B11F41C54017DB72BAF0E6E46BB46D1E8A59D1A344AEC746,1000,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S005_RHO_2P5_PERCENT_SAME_PEAK_TAPER_C1_T_RHO_2P5_SAME_PEAK_TAPER_E141_150,../05_training_runs/CYCLE_1_S005_C1_T_RHO_2P5_SAME_PEAK_TAPER,150,True,../05_training_runs/CYCLE_1_S005_C1_T_RHO_2P5_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S005_C1_T_RHO_2P5_SAME_PEAK_TAPER,160,10.0
187,JOB_S006_NO_REPLAY_NO_REPLAY_C1_NR_NO_REPLAY_E151_160,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M02,S006,1239936874,CYCLE_1_S006_C1_NR_NO_REPLAY,C1_NR_NO_REPLAY,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,ARM_SEGMENT,3,151,160,0,0,0,938,NR_NO_SELECTION,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,TPL_NR_NO_SELECTION_N00000_D00000,templates/TPL_NR_NO_SELECTION_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S006_NO_REPLAY_NO_REPLAY_C1_NR_NO_REPLAY_E141_150,../05_training_runs/CYCLE_1_S006_C1_NR_NO_REPLAY,150,True,../05_training_runs/CYCLE_1_S006_C1_NR_NO_REPLAY,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S006_C1_NR_NO_REPLAY,160,10.0
188,JOB_S006_RHO_0P5_PERCENT_CONTINUOUS_C2_T_RHO_0P5_CONTINUOUS_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M06,S006,1239936874,CYCLE_2_S006_C2_T_RHO_0P5_CONTINUOUS,C2_T_RHO_0P5_CONTINUOUS,CYCLE_2__RHO_0P5_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,3,151,160,600,0,600,943,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00600_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00600_D00000.csv,928D5A4D0A09539F34012161A76F6BF0B975631395DC0C4542BC90F7FF18E0A8,E6C38CE0916169AAAFD67E696BAF4AD6A156BA42C4D4361F3250E757DE9FA83D,600,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S006_RHO_0P5_PERCENT_CONTINUOUS_C2_T_RHO_0P5_CONTINUOUS_E141_150,../05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_CONTINUOUS,150,True,../05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_CONTINUOUS,160,10.0
189,JOB_S006_RHO_0P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_0P5_DOSE_MATCHED_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M09,S006,1239936874,CYCLE_2_S006_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,C2_T_RHO_0P5_DOSE_MATCHED_TAPER,CYCLE_2__RHO_0P5_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,267,0,267,940,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00267_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00267_D00000.csv,3C55D3325B55B07EB4FCC613F4853B7175120C7697FD13E2D843986398DDAEE9,D2A4A53F7A0359C9E946C673726C3B30BD214C8FB5294B56C85715C16175EEAD,267,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S006_RHO_0P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_0P5_DOSE_MATCHED_TAPER_E141_150,../05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,150,True,../05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,160,10.0
190,JOB_S006_RHO_0P5_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_0P5_SAME_PEAK_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M06,S006,1239936874,CYCLE_2_S006_C2_T_RHO_0P5_SAME_PEAK_TAPER,C2_T_RHO_0P5_SAME_PEAK_TAPER,CYCLE_2__RHO_0P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,200,0,200,940,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00200_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00200_D00000.csv,8096A19A935331652A0D6D2CCA956CDEF379CDECA7383E01677018BF5DFE828F,68BD97511D88066B153B353D01294C17BA9DAD8DD3F4C1B3B7C91164FFB33AFB,200,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S006_RHO_0P5_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_0P5_SAME_PEAK_TAPER_E141_150,../05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_SAME_PEAK_TAPER,150,True,../05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S006_C2_T_RHO_0P5_SAME_PEAK_TAPER,160,10.0
191,JOB_S006_RHO_1P0_PERCENT_CONTINUOUS_C2_T_RHO_1P0_CONTINUOUS_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M07,S006,1239936874,CYCLE_2_S006_C2_T_RHO_1P0_CONTINUOUS,C2_T_RHO_1P0_CONTINUOUS,CYCLE_2__RHO_1P0_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,3,151,160,1200,0,1200,947,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N01200_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N01200_D00000.csv,282D2099A5BB80E0F5B504C18575773CE5B822B9408B3A8E80A4944D570BB854,B55EA138794A18ADC65B13DE435C4BE5D2DB32092208A2F2947844D9AE8E9196,1200,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S006_RHO_1P0_PERCENT_CONTINUOUS_C2_T_RHO_1P0_CONTINUOUS_E141_150,../05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_CONTINUOUS,150,True,../05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_CONTINUOUS,160,10.0
192,JOB_S006_RHO_1P0_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_1P0_DOSE_MATCHED_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M10,S006,1239936874,CYCLE_2_S006_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,C2_T_RHO_1P0_DOSE_MATCHED_TAPER,CYCLE_2__RHO_1P0_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,533,0,533,942,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00533_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00533_D00000.csv,4F717AC92F9F2F2B5A39F291D0A658F71D9778C9686B794AC7B6EA401224EA71,ABDCD1B2E518D06BF208F69A4219B7AADFB0DD1286C45ACC2048F6994B3AD32C,533,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S006_RHO_1P0_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_1P0_DOSE_MATCHED_TAPER_E141_150,../05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,150,True,../05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,160,10.0
193,JOB_S006_RHO_1P0_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_1P0_SAME_PEAK_TAPER_E151_160,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M07,S006,1239936874,CYCLE_2_S006_C2_T_RHO_1P0_SAME_PEAK_TAPER,C2_T_RHO_1P0_SAME_PEAK_TAPER,CYCLE_2__RHO_1P0_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,3,151,160,400,0,400,941,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00400_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00400_D00000.csv,7BAB8ED598C93858515DAB10E702A01D312330596CFB10238C7753108F422F53,2630621BAEA8B2BAD5CCD26EBE03FE3E077B6695CC203C72893F92453FF1BDEC,400,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S006_RHO_1P0_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_1P0_SAME_PEAK_TAPER_E141_150,../05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_SAME_PEAK_TAPER,150,True,../05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S006_C2_T_RHO_1P0_SAME_PEAK_TAPER,160,10.0
194,JOB_S006_RHO_2P5_PERCENT_CONTINUOUS_C1_T_RHO_2P5_CONTINUOUS_E151_160,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M08,S006,1239936874,CYCLE_1_S006_C1_T_RHO_2P5_CONTINUOUS,C1_T_RHO_2P5_CONTINUOUS,CYCLE_1__RHO_2P5_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,3,151,160,3000,0,3000,961,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N03000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N03000_D00000.csv,877DA825A8E3EA4752F05CFA332FB73C23A1C88883FB0F2513C3208F4A109BEA,08E3BAED3FD71A62AFBA68798C4418A310350C18ECE318889B7BF49286BE52C3,3000,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S006_RHO_2P5_PERCENT_CONTINUOUS_C1_T_RHO_2P5_CONTINUOUS_E141_150,../05_training_runs/CYCLE_1_S006_C1_T_RHO_2P5_CONTINUOUS,150,True,../05_training_runs/CYCLE_1_S006_C1_T_RHO_2P5_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S006_C1_T_RHO_2P5_CONTINUOUS,160,10.0
